Date,Speed,Direction
11/3/18 7:56,0,329.9
11/3/18 8:56,0,15.4
11/3/18 9:56,0,30.9
11/3/18 10:56,0.33,71.6
11/3/18 11:56,1.34,205
11/3/18 12:56,2.67,188.1
11/3/18 13:56,2,209.2
11/3/18 14:56,5.01,143.2
11/3/18 15:56,6.35,148.8
11/3/18 16:56,6.35,171.3
11/3/18 17:56,7.01,141.8
11/3/18 18:56,7.01,139
11/3/18 19:56,5.01,143.2
11/3/18 20:56,1.67,213.4
11/3/18 21:56,2,196.5
11/3/18 22:56,0.33,238.7
11/3/18 23:56,0,303.2
11/4/18 0:56,0,317.3
11/4/18 1:56,0,68.8
11/4/18 2:56,0.67,106.7
11/4/18 3:56,0,203.6
11/4/18 4:56,0.33,238.7
11/4/18 5:56,0,60.4
11/4/18 6:56,0.33,51.9
11/4/18 7:56,0,36.5
11/4/18 8:56,0.67,140.4
11/4/18 9:56,0,205
11/4/18 10:56,1,157.2
11/4/18 11:56,1.67,165.7
11/4/18 12:56,2.34,186.7
11/4/18 13:56,2.67,219
11/4/18 14:56,3.67,150.2
11/4/18 15:56,6.68,139
11/4/18 16:56,7.01,139
11/4/18 17:56,7.35,144.6
11/4/18 18:56,7.01,146
11/4/18 19:56,5.68,155.8
11/4/18 20:56,2.67,189.5
11/4/18 21:56,2.67,254.1
11/4/18 22:56,1,346.8
11/4/18 23:56,1,108.1
11/5/18 0:56,1,87
11/5/18 1:56,0.33,37.9
11/5/18 2:56,0.33,251.3
11/5/18 3:56,0,7
11/5/18 4:56,0.33,99.7
11/5/18 5:56,0,39.3
11/5/18 6:56,0.33,213.4
11/5/18 7:56,0.33,275.2
11/5/18 8:56,0.33,110.9
11/5/18 9:56,0.67,133.4
11/5/18 10:56,0.67,164.3
11/5/18 11:56,1.67,171.3
11/5/18 12:56,2.34,174.1
11/5/18 13:56,2,178.3
11/5/18 14:56,3.01,196.5
11/5/18 15:56,4.68,140.4
11/5/18 16:56,6.68,146
11/5/18 17:56,7.35,137.6
11/5/18 18:56,7.68,136.2
11/5/18 19:56,6.35,140.4
11/5/18 20:56,2.34,174.1
11/5/18 21:56,2.34,235.9
11/5/18 22:56,0.67,299
11/5/18 23:56,0.33,296.2
11/6/18 0:56,0.67,78.6
11/6/18 1:56,0.33,341.2
11/6/18 2:56,0.33,91.3
11/6/18 3:56,0.33,49.1
11/6/18 4:56,0.33,262.5
11/6/18 5:56,0.67,28.1
11/6/18 6:56,0,202.2
11/6/18 7:56,0.33,8.4
11/6/18 8:56,1,150.2
11/6/18 9:56,0.67,154.4
11/6/18 10:56,0.67,176.9
11/6/18 11:56,1.67,150.2
11/6/18 12:56,2.34,171.3
11/6/18 13:56,2.34,182.5
11/6/18 14:56,1.34,331.3
11/6/18 15:56,4.68,144.6
11/6/18 16:56,7.01,143.2
11/6/18 17:56,6.68,146
11/6/18 18:56,6.68,140.4
11/6/18 19:56,4.68,140.4
11/6/18 20:56,1.34,230.2
11/6/18 21:56,0.33,283.6
11/6/18 22:56,0.67,9.8
11/6/18 23:56,0.67,70.2
11/7/18 0:56,0.33,67.4
11/7/18 1:56,0,304.7
11/7/18 2:56,0.33,287.8
11/7/18 3:56,0.33,283.6
11/7/18 4:56,0.33,324.3
11/7/18 5:56,0,251.3
11/7/18 6:56,0.33,252.7
11/7/18 7:56,0.33,32.3
11/7/18 8:56,0.67,175.5
11/7/18 9:56,0.67,158.6
11/7/18 10:56,0.33,169.9
11/7/18 11:56,1.34,154.4
11/7/18 12:56,2,155.8
11/7/18 13:56,2.67,124.9
11/7/18 14:56,2.34,155.8
11/7/18 15:56,4.34,206.4
11/7/18 16:56,5.68,183.9
11/7/18 17:56,5.68,155.8
11/7/18 18:56,7.35,136.2
11/7/18 19:56,5.68,140.4
11/7/18 20:56,1.67,207.8
11/7/18 21:56,1,105.3
11/7/18 22:56,1,8.4
11/7/18 23:56,0.67,18.3
11/8/18 0:56,0.67,84.2
11/8/18 1:56,0,310.3
11/8/18 2:56,0,228.8
11/8/18 3:56,0,176.9
11/8/18 4:56,0.33,169.9
11/8/18 5:56,0,328.5
11/8/18 6:56,0.33,192.3
11/8/18 7:56,0.67,313.1
11/8/18 8:56,0.67,78.6
11/8/18 9:56,1.34,123.5
11/8/18 10:56,0.67,147.4
11/8/18 11:56,1,165.7
11/8/18 12:56,2,205
11/8/18 13:56,2,202.2
11/8/18 14:56,4.01,205
11/8/18 15:56,5.68,212
11/8/18 16:56,6.01,178.3
11/8/18 17:56,6.68,172.7
11/8/18 18:56,6.68,137.6
11/8/18 19:56,5.34,134.8
11/8/18 20:56,1.67,209.2
11/8/18 21:56,0.33,314.5
11/8/18 22:56,1,344
11/8/18 23:56,1.34,88.4
11/9/18 0:56,1.34,88.4
11/9/18 1:56,0.67,214.8
11/9/18 2:56,0.33,46.3
11/9/18 3:56,0,16.8
11/9/18 4:56,0,9.8
11/9/18 5:56,0.33,169.9
11/9/18 6:56,0,234.5
11/9/18 7:56,0,77.2
11/9/18 8:56,0.67,168.5
11/9/18 9:56,0.33,134.8
11/9/18 10:56,0.67,153
11/9/18 11:56,1.67,165.7
11/9/18 12:56,2.34,140.4
11/9/18 13:56,2.67,148.8
11/9/18 14:56,4.34,213.4
11/9/18 15:56,6.68,167.1
11/9/18 16:56,7.01,157.2
11/9/18 17:56,6.68,153
11/9/18 18:56,5.68,139
11/9/18 19:56,5.01,129.2
11/9/18 20:56,1.34,112.3
11/9/18 21:56,1,16.8
11/9/18 22:56,1,4.2
11/9/18 23:56,1,59
11/10/18 0:56,0.67,94.1
11/10/18 1:56,1,15.4
11/10/18 2:56,1,174.1
11/10/18 3:56,0.33,47.7
11/10/18 4:56,0.67,101.1
11/10/18 5:56,0.33,224.6
11/10/18 6:56,0,355.2
11/10/18 7:56,0,26.7
11/10/18 8:56,1,115.1
11/10/18 9:56,0.67,192.3
11/10/18 10:56,0.67,144.6
11/10/18 11:56,1.34,127.8
11/10/18 12:56,3.01,168.5
11/10/18 13:56,4.68,224.6
11/10/18 14:56,6.01,203.6
11/10/18 15:56,5.68,200.8
11/10/18 16:56,7.01,198
11/10/18 17:56,7.35,193.7
11/10/18 18:56,7.01,188.1
11/10/18 19:56,4.01,206.4
11/10/18 20:56,1.67,207.8
11/10/18 21:56,0.67,42.1
11/10/18 22:56,0.33,310.3
11/10/18 23:56,0.33,89.9
11/11/18 0:56,0.33,106.7
11/11/18 1:56,0.33,82.8
11/11/18 2:56,0.33,278
11/11/18 3:56,0.33,64.6
11/11/18 4:56,0.33,310.3
11/11/18 5:56,0.33,196.5
11/11/18 6:56,0,322.9
11/11/18 7:56,0,314.5
11/11/18 8:56,0.33,98.3
11/11/18 9:56,0,306.1
11/11/18 10:56,0.67,151.6
11/11/18 11:56,2,150.2
11/11/18 12:56,4.68,176.9
11/11/18 13:56,6.01,214.8
11/11/18 14:56,6.35,217.6
11/11/18 15:56,8.02,202.2
11/11/18 16:56,7.68,193.7
11/11/18 17:56,6.35,183.9
11/11/18 18:56,6.01,172.7
11/11/18 19:56,3.01,169.9
11/11/18 20:56,1.34,213.4
11/11/18 21:56,1,143.2
11/11/18 22:56,0.33,233.1
11/11/18 23:56,1,92.7
11/12/18 0:56,0.33,328.5
11/12/18 1:56,0.33,50.5
11/12/18 2:56,0.33,349.6
11/12/18 3:56,0.67,313.1
11/12/18 4:56,0.67,344
11/12/18 5:56,0.33,193.7
11/12/18 6:56,0.33,265.3
11/12/18 7:56,0.67,15.4
11/12/18 8:56,0.67,148.8
11/12/18 9:56,1.34,153
11/12/18 10:56,2.34,132
11/12/18 11:56,8.35,230.2
11/12/18 12:56,9.35,234.5
11/12/18 13:56,10.02,227.4
11/12/18 14:56,10.02,226
11/12/18 15:56,9.02,224.6
11/12/18 16:56,9.35,202.2
11/12/18 17:56,8.68,205
11/12/18 18:56,8.35,196.5
11/12/18 19:56,6.68,190.9
11/12/18 20:56,3.01,205
11/12/18 21:56,2.34,233.1
11/12/18 22:56,1,161.5
11/12/18 23:56,2,130.6
11/13/18 0:56,0.67,283.6
11/13/18 1:56,0,4.2
11/13/18 2:56,0.33,300.4
11/13/18 3:56,0.33,315.9
11/13/18 4:56,0.33,127.8
11/13/18 5:56,0,289.2
11/13/18 6:56,0,296.2
11/13/18 7:56,0.33,140.4
11/13/18 8:56,0.33,353.8
11/13/18 9:56,0.67,158.6
11/13/18 10:56,2,129.2
11/13/18 11:56,5.01,198
11/13/18 12:56,7.01,213.4
11/13/18 13:56,7.35,206.4
11/13/18 14:56,7.68,202.2
11/13/18 15:56,7.68,195.1
11/13/18 16:56,6.68,185.3
11/13/18 17:56,5.34,190.9
11/13/18 18:56,4.34,199.4
11/13/18 19:56,3.01,195.1
11/13/18 20:56,1,172.7
11/13/18 21:56,0.67,108.1
11/13/18 22:56,1.34,119.3
11/13/18 23:56,0.67,344
11/14/18 0:56,0.33,157.2
11/14/18 1:56,0.33,11.2
11/14/18 2:56,0.33,334.1
11/14/18 3:56,0.33,165.7
11/14/18 4:56,0.33,247.1
11/14/18 5:56,0,66
11/14/18 6:56,0,67.4
11/14/18 7:56,0,297.6
11/14/18 8:56,0,73
11/14/18 9:56,0.33,144.6
11/14/18 10:56,0.33,47.7
11/14/18 11:56,1.34,140.4
11/14/18 12:56,1.67,130.6
11/14/18 13:56,3.01,169.9
11/14/18 14:56,5.68,221.8
11/14/18 15:56,6.35,200.8
11/14/18 16:56,6.35,185.3
11/14/18 17:56,6.35,183.9
11/14/18 18:56,5.34,175.5
11/14/18 19:56,3.34,134.8
11/14/18 20:56,1.34,169.9
11/14/18 21:56,1.34,224.6
11/14/18 22:56,0.67,91.3
11/14/18 23:56,0.33,234.5
11/15/18 0:56,0,98.3
11/15/18 1:56,0.33,67.4
11/15/18 2:56,0,133.4
11/15/18 3:56,0,71.6
11/15/18 4:56,0.33,132
11/15/18 5:56,0,37.9
11/15/18 6:56,0,212
11/15/18 7:56,0,73
11/15/18 8:56,0.33,143.2
11/15/18 9:56,0.67,127.8
11/15/18 10:56,0.67,151.6
11/15/18 11:56,1.34,134.8
11/15/18 12:56,2.34,157.2
11/15/18 13:56,1.67,185.3
11/15/18 14:56,4.34,216.2
11/15/18 15:56,7.35,192.3
11/15/18 16:56,7.01,167.1
11/15/18 17:56,7.01,137.6
11/15/18 18:56,6.68,139
11/15/18 19:56,4.68,137.6
11/15/18 20:56,0.67,311.7
11/15/18 21:56,0.67,258.3
11/15/18 22:56,0.67,11.2
11/15/18 23:56,1,112.3
11/16/18 0:56,0.67,88.4
11/16/18 1:56,0.33,338.3
11/16/18 2:56,0.33,192.3
11/16/18 3:56,0,271
11/16/18 4:56,0,92.7
11/16/18 5:56,0,289.2
11/16/18 6:56,0,39.3
11/16/18 7:56,0,293.4
11/16/18 8:56,0.33,134.8
11/16/18 9:56,0.67,161.5
11/16/18 10:56,0.67,186.7
11/16/18 11:56,1.34,154.4
11/16/18 12:56,3.01,165.7
11/16/18 13:56,4.01,186.7
11/16/18 14:56,5.68,205
11/16/18 15:56,6.35,183.9
11/16/18 16:56,7.01,199.4
11/16/18 17:56,6.68,190.9
11/16/18 18:56,5.68,160
11/16/18 19:56,5.68,133.4
11/16/18 20:56,1.67,117.9
11/16/18 21:56,0.33,7
11/16/18 22:56,0,54.8
11/16/18 23:56,0.33,169.9
11/17/18 0:56,0.33,181.1
11/17/18 1:56,0.33,318.7
11/17/18 2:56,0,7
11/17/18 3:56,0.33,85.6
11/17/18 4:56,0,271
11/17/18 5:56,0.33,219
11/17/18 6:56,0,11.2
11/17/18 7:56,0.33,16.8
11/17/18 8:56,1.34,161.5
11/17/18 9:56,0.67,157.2
11/17/18 10:56,0.67,157.2
11/17/18 11:56,1,188.1
11/17/18 12:56,2,224.6
11/17/18 13:56,2,286.4
11/17/18 14:56,5.34,198
11/17/18 15:56,5.68,189.5
11/17/18 16:56,5.68,155.8
11/17/18 17:56,6.68,136.2
11/17/18 18:56,7.01,139
11/17/18 19:56,6.01,139
11/17/18 20:56,3.01,167.1
11/17/18 21:56,1.34,183.9
11/17/18 22:56,0.67,54.8
11/17/18 23:56,0.67,185.3
11/18/18 0:56,0.67,108.1
11/18/18 1:56,0.67,344
11/18/18 2:56,0.33,310.3
11/18/18 3:56,0.33,23.9
11/18/18 4:56,0.33,217.6
11/18/18 5:56,0.67,139
11/18/18 6:56,0.33,221.8
11/18/18 7:56,0.33,195.1
11/18/18 8:56,0.33,71.6
11/18/18 9:56,0.33,123.5
11/18/18 10:56,0.67,181.1
11/18/18 11:56,1.34,153
11/18/18 12:56,2.34,172.7
11/18/18 13:56,2.34,205
11/18/18 14:56,4.01,192.3
11/18/18 15:56,6.01,174.1
11/18/18 16:56,6.01,154.4
11/18/18 17:56,6.68,136.2
11/18/18 18:56,6.68,136.2
11/18/18 19:56,5.01,136.2
11/18/18 20:56,1.67,115.1
11/18/18 21:56,0.33,355.2
11/18/18 22:56,0.33,37.9
11/18/18 23:56,1,157.2
11/19/18 0:56,0.67,103.9
11/19/18 1:56,0.67,63.2
11/19/18 2:56,0.33,35.1
11/19/18 3:56,0.33,261.1
11/19/18 4:56,0.33,25.3
11/19/18 5:56,0.67,109.5
11/19/18 6:56,0.67,325.7
11/19/18 7:56,0,122.1
11/19/18 8:56,0.33,116.5
11/19/18 9:56,0.33,143.2
11/19/18 10:56,0.67,212
11/19/18 11:56,1.67,157.2
11/19/18 12:56,2.67,171.3
11/19/18 13:56,3.34,153
11/19/18 14:56,5.01,198
11/19/18 15:56,6.35,214.8
11/19/18 16:56,6.35,182.5
11/19/18 17:56,7.68,193.7
11/19/18 18:56,7.01,198
11/19/18 19:56,4.68,148.8
11/19/18 20:56,2,123.5
11/19/18 21:56,0.67,255.5
11/19/18 22:56,0,352.4
11/19/18 23:56,0.67,335.5
11/20/18 0:56,1.34,91.3
11/20/18 1:56,0.67,329.9
11/20/18 2:56,0.33,231.6
11/20/18 3:56,0.33,63.2
11/20/18 4:56,0.33,30.9
11/20/18 5:56,0.33,240.1
11/20/18 6:56,0.33,196.5
11/20/18 7:56,0.33,209.2
11/20/18 8:56,0.33,119.3
11/20/18 9:56,0.67,155.8
11/20/18 10:56,1,143.2
11/20/18 11:56,2,151.6
11/20/18 12:56,3.01,168.5
11/20/18 13:56,3.34,182.5
11/20/18 14:56,4.01,200.8
11/20/18 15:56,6.01,192.3
11/20/18 16:56,7.01,174.1
11/20/18 17:56,6.35,153
11/20/18 18:56,6.35,140.4
11/20/18 19:56,4.68,140.4
11/20/18 20:56,1.67,169.9
11/20/18 21:56,0.67,12.6
11/20/18 22:56,1.34,33.7
11/20/18 23:56,1.67,30.9
11/21/18 0:56,0.33,70.2
11/21/18 1:56,0.33,56.2
11/21/18 2:56,0.33,59
11/21/18 3:56,0.33,289.2
11/21/18 4:56,0,99.7
11/21/18 5:56,0.33,355.2
11/21/18 6:56,0.33,50.5
11/21/18 7:56,0,87
11/21/18 8:56,0.33,139
11/21/18 9:56,0.67,183.9
11/21/18 10:56,0.33,167.1
11/21/18 11:56,2,151.6
11/21/18 12:56,3.01,164.3
11/21/18 13:56,3.34,190.9
11/21/18 14:56,6.01,198
11/21/18 15:56,6.01,188.1
11/21/18 16:56,8.02,189.5
11/21/18 17:56,8.02,195.1
11/21/18 18:56,6.01,179.7
11/21/18 19:56,5.01,140.4
11/21/18 20:56,1.67,153
11/21/18 21:56,2,226
11/21/18 22:56,0.67,117.9
11/21/18 23:56,0.67,57.6
11/22/18 0:56,0.33,63.2
11/22/18 1:56,0.33,174.1
11/22/18 2:56,0.33,273.8
11/22/18 3:56,0,273.8
11/22/18 4:56,0.33,95.5
11/22/18 5:56,0.33,81.4
11/22/18 6:56,0.33,54.8
11/22/18 7:56,0.33,297.6
11/22/18 8:56,0.33,129.2
11/22/18 9:56,0.33,130.6
11/22/18 10:56,1,160
11/22/18 11:56,2,146
11/22/18 12:56,3.01,165.7
11/22/18 13:56,2,200.8
11/22/18 14:56,4.01,210.6
11/22/18 15:56,7.01,195.1
11/22/18 16:56,7.01,182.5
11/22/18 17:56,7.35,140.4
11/22/18 18:56,7.01,136.2
11/22/18 19:56,5.68,140.4
11/22/18 20:56,2,129.2
11/22/18 21:56,1.34,278
11/22/18 22:56,0.67,18.3
11/22/18 23:56,0.67,50.5
11/23/18 0:56,1,109.5
11/23/18 1:56,1,54.8
11/23/18 2:56,0.67,185.3
11/23/18 3:56,0.33,139
11/23/18 4:56,0.33,332.7
11/23/18 5:56,0.67,169.9
11/23/18 6:56,0.67,334.1
11/23/18 7:56,0.33,214.8
11/23/18 8:56,0.67,158.6
11/23/18 9:56,0.67,147.4
11/23/18 10:56,1,160
11/23/18 11:56,1.67,175.5
11/23/18 12:56,3.01,195.1
11/23/18 13:56,2.34,226
11/23/18 14:56,2.34,120.7
11/23/18 15:56,4.68,146
11/23/18 16:56,5.68,153
11/23/18 17:56,6.01,144.6
11/23/18 18:56,6.68,147.4
11/23/18 19:56,5.68,153
11/23/18 20:56,2.67,169.9
11/23/18 21:56,1.34,237.3
11/23/18 22:56,0.67,124.9
11/23/18 23:56,0.67,73
11/24/18 0:56,0.67,22.5
11/24/18 1:56,0.33,275.2
11/24/18 2:56,0.33,344
11/24/18 3:56,1,345.4
11/24/18 4:56,0.67,249.9
11/24/18 5:56,0.33,322.9
11/24/18 6:56,0.33,14
11/24/18 7:56,0.67,50.5
11/24/18 8:56,0.67,115.1
11/24/18 9:56,1,146
11/24/18 10:56,0.67,182.5
11/24/18 11:56,2,175.5
11/24/18 12:56,2.34,216.2
11/24/18 13:56,4.01,185.3
11/24/18 14:56,5.01,174.1
11/24/18 15:56,6.68,143.2
11/24/18 16:56,7.35,144.6
11/24/18 17:56,7.68,147.4
11/24/18 18:56,7.01,151.6
11/24/18 19:56,5.34,148.8
11/24/18 20:56,2.34,172.7
11/24/18 21:56,1,235.9
11/24/18 22:56,0.67,33.7
11/24/18 23:56,1,54.8
11/25/18 0:56,1.34,99.7
11/25/18 1:56,0.33,103.9
11/25/18 2:56,0.67,214.8
11/25/18 3:56,0.33,39.3
11/25/18 4:56,1,205
11/25/18 5:56,0.33,202.2
11/25/18 6:56,0.33,244.3
11/25/18 7:56,0,352.4
11/25/18 8:56,0.33,68.8
11/25/18 9:56,0.33,141.8
11/25/18 10:56,0.67,178.3
11/25/18 11:56,2.34,188.1
11/25/18 12:56,2,200.8
11/25/18 13:56,3.01,189.5
11/25/18 14:56,5.34,146
11/25/18 15:56,6.35,146
11/25/18 16:56,6.68,141.8
11/25/18 17:56,7.01,136.2
11/25/18 18:56,7.01,137.6
11/25/18 19:56,5.34,134.8
11/25/18 20:56,2,113.7
11/25/18 21:56,0.33,313.1
11/25/18 22:56,0.67,346.8
11/25/18 23:56,0.67,237.3
11/26/18 0:56,0.67,54.8
11/26/18 1:56,0.67,64.6
11/26/18 2:56,0,349.6
11/26/18 3:56,0.33,335.5
11/26/18 4:56,0.67,50.5
11/26/18 5:56,0.33,195.1
11/26/18 6:56,0,249.9
11/26/18 7:56,0.33,346.8
11/26/18 8:56,0.67,216.2
11/26/18 9:56,0.67,164.3
11/26/18 10:56,1,168.5
11/26/18 11:56,1.67,176.9
11/26/18 12:56,1.67,165.7
11/26/18 13:56,2.67,186.7
11/26/18 14:56,4.34,148.8
11/26/18 15:56,6.35,148.8
11/26/18 16:56,6.35,162.9
11/26/18 17:56,6.68,150.2
11/26/18 18:56,6.68,146
11/26/18 19:56,6.35,137.6
11/26/18 20:56,3.67,126.4
11/26/18 21:56,1,129.2
11/26/18 22:56,0.67,66
11/26/18 23:56,0.33,36.5
11/27/18 0:56,0.67,213.4
11/27/18 1:56,0.33,56.2
11/27/18 2:56,0.67,341.2
11/27/18 3:56,0.33,1.4
11/27/18 4:56,0.33,164.3
11/27/18 5:56,0.33,207.8
11/27/18 6:56,0.33,190.9
11/27/18 7:56,0,299
11/27/18 8:56,0.67,119.3
11/27/18 9:56,0.33,122.1
11/27/18 10:56,1.34,143.2
11/27/18 11:56,2.34,151.6
11/27/18 12:56,2.67,167.1
11/27/18 13:56,3.01,175.5
11/27/18 14:56,2.34,199.4
11/27/18 15:56,6.35,167.1
11/27/18 16:56,7.35,155.8
11/27/18 17:56,6.35,158.6
11/27/18 18:56,6.01,146
11/27/18 19:56,5.34,139
11/27/18 20:56,3.34,151.6
11/27/18 21:56,1.34,226
11/27/18 22:56,0.33,88.4
11/27/18 23:56,0.33,275.2
11/28/18 0:56,0.67,74.4
11/28/18 1:56,0.33,331.3
11/28/18 2:56,0.33,94.1
11/28/18 3:56,0,310.3
11/28/18 4:56,0.33,320.1
11/28/18 5:56,0.33,310.3
11/28/18 6:56,0.33,5.6
11/28/18 7:56,0.33,272.4
11/28/18 8:56,1,139
11/28/18 9:56,0.33,169.9
11/28/18 10:56,1.34,160
11/28/18 11:56,3.01,161.5
11/28/18 12:56,4.34,182.5
11/28/18 13:56,5.34,213.4
11/28/18 14:56,5.68,213.4
11/28/18 15:56,7.35,202.2
11/28/18 16:56,7.35,192.3
11/28/18 17:56,7.01,186.7
11/28/18 18:56,6.68,189.5
11/28/18 19:56,6.35,190.9
11/28/18 20:56,4.34,212
11/28/18 21:56,2.67,219
11/28/18 22:56,2,217.6
11/28/18 23:56,1.67,36.5
11/29/18 0:56,1,150.2
11/29/18 1:56,1,179.7
11/29/18 2:56,0.33,287.8
11/29/18 3:56,0.67,40.7
11/29/18 4:56,0.33,196.5
11/29/18 5:56,0.33,318.7
11/29/18 6:56,0,5.6
11/29/18 7:56,0,348.2
11/29/18 8:56,0.33,28.1
11/29/18 9:56,1.34,150.2
11/29/18 10:56,1.34,154.4
11/29/18 11:56,2.34,153
11/29/18 12:56,4.01,172.7
11/29/18 13:56,4.01,186.7
11/29/18 14:56,5.34,217.6
11/29/18 15:56,7.35,198
11/29/18 16:56,7.68,193.7
11/29/18 17:56,8.02,189.5
11/29/18 18:56,8.02,189.5
11/29/18 19:56,6.01,188.1
11/29/18 20:56,3.67,182.5
11/29/18 21:56,2.67,202.2
11/29/18 22:56,1.34,94.1
11/29/18 23:56,0.67,29.5
11/30/18 0:56,0.67,78.6
11/30/18 1:56,0.33,301.8
11/30/18 2:56,0.67,101.1
11/30/18 3:56,0.33,75.8
11/30/18 4:56,0.67,249.9
11/30/18 5:56,0.33,134.8
11/30/18 6:56,0.33,247.1
11/30/18 7:56,0.33,315.9
11/30/18 8:56,0.67,126.4
11/30/18 9:56,1,137.6
11/30/18 10:56,1.67,147.4
11/30/18 11:56,3.34,144.6
11/30/18 12:56,4.68,185.3
11/30/18 13:56,5.34,214.8
11/30/18 14:56,7.35,206.4
11/30/18 15:56,8.35,199.4
11/30/18 16:56,8.35,185.3
11/30/18 17:56,8.02,190.9
11/30/18 18:56,7.01,196.5
11/30/18 19:56,6.01,192.3
11/30/18 20:56,4.01,193.7
11/30/18 21:56,2,240.1
11/30/18 22:56,0.67,311.7
11/30/18 23:56,0.67,136.2
12/1/18 0:56,1,120.7
12/1/18 1:56,1,311.7
12/1/18 2:56,1,329.9
12/1/18 3:56,0.67,198
12/1/18 4:56,0.33,113.7
12/1/18 5:56,0.33,35.1
12/1/18 6:56,0.33,321.5
12/1/18 7:56,0,286.4
12/1/18 8:56,0.67,112.3
12/1/18 9:56,0.67,137.6
12/1/18 10:56,1.34,151.6
12/1/18 11:56,2.34,133.4
12/1/18 12:56,6.35,205
12/1/18 13:56,6.68,214.8
12/1/18 14:56,6.35,226
12/1/18 15:56,7.68,210.6
12/1/18 16:56,8.68,199.4
12/1/18 17:56,8.35,185.3
12/1/18 18:56,8.02,179.7
12/1/18 19:56,6.68,182.5
12/1/18 20:56,2.67,185.3
12/1/18 21:56,0.33,148.8
12/1/18 22:56,2,271
12/1/18 23:56,1,139
12/2/18 0:56,0.67,252.7
12/2/18 1:56,0.67,320.1
12/2/18 2:56,0.67,67.4
12/2/18 3:56,0,50.5
12/2/18 4:56,0.33,57.6
12/2/18 5:56,0,238.7
12/2/18 6:56,0.33,289.2
12/2/18 7:56,0.33,248.5
12/2/18 8:56,0.33,85.6
12/2/18 9:56,1.34,136.2
12/2/18 10:56,2,143.2
12/2/18 11:56,3.67,171.3
12/2/18 12:56,6.68,223.2
12/2/18 13:56,7.35,216.2
12/2/18 14:56,7.35,221.8
12/2/18 15:56,8.02,217.6
12/2/18 16:56,7.68,221.8
12/2/18 17:56,8.02,202.2
12/2/18 18:56,7.35,200.8
12/2/18 19:56,7.01,200.8
12/2/18 20:56,2.67,196.5
12/2/18 21:56,0.33,132
12/2/18 22:56,0.67,287.8
12/2/18 23:56,1,43.5
12/3/18 0:56,1.34,105.3
12/3/18 1:56,2.34,110.9
12/3/18 2:56,2.67,103.9
12/3/18 3:56,1.67,102.5
12/3/18 4:56,0.67,231.6
12/3/18 5:56,0.67,321.5
12/3/18 6:56,0.33,352.4
12/3/18 7:56,0.33,296.2
12/3/18 8:56,1,129.2
12/3/18 9:56,0.67,143.2
12/3/18 10:56,2,130.6
12/3/18 11:56,4.01,167.1
12/3/18 12:56,7.01,216.2
12/3/18 13:56,6.68,221.8
12/3/18 14:56,7.01,221.8
12/3/18 15:56,7.68,226
12/3/18 16:56,9.02,202.2
12/3/18 17:56,8.02,212
12/3/18 18:56,7.01,203.6
12/3/18 19:56,6.68,192.3
12/3/18 20:56,3.67,207.8
12/3/18 21:56,3.34,230.2
12/3/18 22:56,0.33,328.5
12/3/18 23:56,1,63.2
12/4/18 0:56,1.34,113.7
12/4/18 1:56,1,9.8
12/4/18 2:56,0.67,317.3
12/4/18 3:56,0.33,244.3
12/4/18 4:56,0.67,325.7
12/4/18 5:56,1,150.2
12/4/18 6:56,0.67,290.6
12/4/18 7:56,0.67,30.9
12/4/18 8:56,0.67,147.4
12/4/18 9:56,1.34,141.8
12/4/18 10:56,4.68,198
12/4/18 11:56,8.68,226
12/4/18 12:56,8.02,231.6
12/4/18 13:56,9.02,227.4
12/4/18 14:56,9.02,220.4
12/4/18 15:56,10.35,202.2
12/4/18 16:56,10.35,195.1
12/4/18 17:56,9.68,192.3
12/4/18 18:56,9.02,196.5
12/4/18 19:56,7.68,205
12/4/18 20:56,4.01,209.2
12/4/18 21:56,2.34,233.1
12/4/18 22:56,1.67,261.1
12/4/18 23:56,1,54.8
12/5/18 0:56,2,300.4
12/5/18 1:56,1.67,127.8
12/5/18 2:56,0.67,272.4
12/5/18 3:56,1,21.1
12/5/18 4:56,0.67,240.1
12/5/18 5:56,1,332.7
12/5/18 6:56,1,308.9
12/5/18 7:56,0.67,74.4
12/5/18 8:56,0.67,120.7
12/5/18 9:56,1,151.6
12/5/18 10:56,2.34,130.6
12/5/18 11:56,4.68,198
12/5/18 12:56,7.68,224.6
12/5/18 13:56,7.68,216.2
12/5/18 14:56,7.35,221.8
12/5/18 15:56,7.68,220.4
12/5/18 16:56,7.35,226
12/5/18 17:56,7.01,220.4
12/5/18 18:56,7.35,207.8
12/5/18 19:56,5.68,199.4
12/5/18 20:56,2.67,169.9
12/5/18 21:56,0.33,60.4
12/5/18 22:56,1.34,59
12/5/18 23:56,0.67,226
12/6/18 0:56,0.67,189.5
12/6/18 1:56,0.67,51.9
12/6/18 2:56,0.33,130.6
12/6/18 3:56,0.33,342.6
12/6/18 4:56,0.33,348.2
12/6/18 5:56,0.67,206.4
12/6/18 6:56,0.33,307.5
12/6/18 7:56,0.33,318.7
12/6/18 8:56,1,139
12/6/18 9:56,0.67,117.9
12/6/18 10:56,1,155.8
12/6/18 11:56,2.34,127.8
12/6/18 12:56,5.34,216.2
12/6/18 13:56,6.68,228.8
12/6/18 14:56,7.68,223.2
12/6/18 15:56,7.68,224.6
12/6/18 16:56,8.02,217.6
12/6/18 17:56,8.02,202.2
12/6/18 18:56,7.35,200.8
12/6/18 19:56,6.68,200.8
